Location_ID,Location_Name,Type,Region,Pop_2021,Unified_Score,Tier,Bucket,Reason,Fix_Note
ON-1168,Glen Meyer,Locality,Southwestern Ontario,253,44.4,,DEFERRED_GATE,"unified score 44.4 < 50 — below publish threshold, noindex",
ON-1169,Glen Norman,Locality,Eastern Ontario,417,44.7,,DEFERRED_GATE,"unified score 44.7 < 50 — below publish threshold, noindex",
ON-1170,Greenbank,Locality,Eastern Ontario,439,44.2,,DEFERRED_GATE,"unified score 44.2 < 50 — below publish threshold, noindex",
ON-1171,Greenway,Locality,Central Ontario,215,44.5,,DEFERRED_GATE,"unified score 44.5 < 50 — below publish threshold, noindex",
ON-1172,Haldane Hill,Locality,Grey-Bruce-Simcoe,241,44.2,,DEFERRED_GATE,"unified score 44.2 < 50 — below publish threshold, noindex",
ON-1173,Hartsmere,Locality,Southwestern Ontario,452,44.4,,DEFERRED_GATE,"unified score 44.4 < 50 — below publish threshold, noindex",
ON-1174,Heffley,Locality,Eastern Ontario,338,44.5,,DEFERRED_GATE,"unified score 44.5 < 50 — below publish threshold, noindex",
ON-1175,Jackfish Bay,Locality,Ottawa-Eastern,189,42.6,,DEFERRED_GATE,"unified score 42.6 < 50 — below publish threshold, noindex",
ON-1176,Johnsons,Locality,Central Ontario,455,44.5,,DEFERRED_GATE,"unified score 44.5 < 50 — below publish threshold, noindex",
ON-1177,Kars,Locality,Southwestern Ontario,431,44.8,,DEFERRED_GATE,"unified score 44.8 < 50 — below publish threshold, noindex",
ON-1178,Kingsford,Locality,Southwestern Ontario,390,44.1,,DEFERRED_GATE,"unified score 44.1 < 50 — below publish threshold, noindex",
ON-1179,Kyle,Locality,Greater Toronto Area,128,42.6,,DEFERRED_GATE,"unified score 42.6 < 50 — below publish threshold, noindex",
ON-1180,Lambton,Locality,Central Ontario,334,44.6,,DEFERRED_GATE,"unified score 44.6 < 50 — below publish threshold, noindex",
ON-1181,Leaskdale,Locality,Southwestern Ontario,270,44.3,,DEFERRED_GATE,"unified score 44.3 < 50 — below publish threshold, noindex",
ON-1182,Leys,Locality,Eastern Ontario,399,44.4,,DEFERRED_GATE,"unified score 44.4 < 50 — below publish threshold, noindex",
ON-1183,Lintlaw,Locality,Eastern Ontario,179,42.6,,DEFERRED_GATE,"unified score 42.6 < 50 — below publish threshold, noindex",
ON-1184,Maidstone,Locality,Eastern Ontario,342,44.1,,DEFERRED_GATE,"unified score 44.1 < 50 — below publish threshold, noindex",
ON-1185,McMurrich,Locality,Hamilton-Niagara,332,44.4,,DEFERRED_GATE,"unified score 44.4 < 50 — below publish threshold, noindex",
ON-1186,Mooretown,Locality,Southwestern Ontario,257,44,,DEFERRED_GATE,"unified score 44 < 50 — below publish threshold, noindex",
ON-1187,Nemegos,Locality,Central Ontario,221,44.6,,DEFERRED_GATE,"unified score 44.6 < 50 — below publish threshold, noindex",
ON-1188,Newport,Locality,Grey-Bruce-Simcoe,206,44.1,,DEFERRED_GATE,"unified score 44.1 < 50 — below publish threshold, noindex",
ON-1189,Nober,Locality,Southwestern Ontario,217,44.1,,DEFERRED_GATE,"unified score 44.1 < 50 — below publish threshold, noindex",
ON-1190,Northport,Locality,Ottawa-Eastern,194,42.5,,DEFERRED_GATE,"unified score 42.5 < 50 — below publish threshold, noindex",
ON-1191,Notre Dame du Laus,Locality,Eastern Ontario,284,44.1,,DEFERRED_GATE,"unified score 44.1 < 50 — below publish threshold, noindex",
ON-1192,Oakdale,Locality,Southwestern Ontario,396,44.3,,DEFERRED_GATE,"unified score 44.3 < 50 — below publish threshold, noindex",
ON-1193,Oakridges,Locality,Ottawa-Eastern,154,42,,DEFERRED_GATE,"unified score 42 < 50 — below publish threshold, noindex",
ON-1194,Oxenden,Locality,Southwestern Ontario,156,42.3,,DEFERRED_GATE,"unified score 42.3 < 50 — below publish threshold, noindex",
ON-1195,Parkway Belt,Locality,Central Ontario,119,42.4,,DEFERRED_GATE,"unified score 42.4 < 50 — below publish threshold, noindex",
ON-1196,Pittsford,Locality,Grey-Bruce-Simcoe,365,44.9,,DEFERRED_GATE,"unified score 44.9 < 50 — below publish threshold, noindex",
ON-1197,Pleasant Point,Locality,Eastern Ontario,284,44.1,,DEFERRED_GATE,"unified score 44.1 < 50 — below publish threshold, noindex",
ON-1198,Powles Corners,Locality,Ottawa-Eastern,274,44.9,,DEFERRED_GATE,"unified score 44.9 < 50 — below publish threshold, noindex",
ON-1199,Blind River,Town,Northern Ontario,3422,47.5,,DEFERRED_GATE,"unified score 47.5 < 50 — below publish threshold, noindex",
ON-1200,Oil Springs,Village,Southwestern Ontario,647,47.5,,DEFERRED_GATE,"unified score 47.5 < 50 — below publish threshold, noindex",
ON-1201,Westport,Village,Eastern Ontario,634,47.6,,DEFERRED_GATE,"unified score 47.6 < 50 — below publish threshold, noindex",
ON-1202,Wikwemikong,First Nations Reserve,Northern Ontario,3200,46.5,,DEFERRED_GATE,"unified score 46.5 < 50 — below publish threshold, noindex",
ON-1203,Scugog Island First Nation,First Nations Reserve,Greater Toronto Area,200,45.9,,DEFERRED_GATE,"unified score 45.9 < 50 — below publish threshold, noindex",
ON-1204,Algonquins of Pikwakanagan,First Nations Reserve,Ottawa-Eastern,400,45.8,,DEFERRED_GATE,"unified score 45.8 < 50 — below publish threshold, noindex",
ON-1205,Hagersville,Locality,Greater Toronto Area,70,40.5,,DEFERRED_GATE,"unified score 40.5 < 50 — below publish threshold, noindex",
ON-1206,Hillier,Locality,Greater Toronto Area,62,41,,DEFERRED_GATE,"unified score 41 < 50 — below publish threshold, noindex",
ON-1207,Agawa,Locality,Southwestern Ontario,629,43.2,,DEFERRED_GATE,"unified score 43.2 < 50 — below publish threshold, noindex",
ON-1208,Albert,Locality,Hamilton-Niagara,123,41.1,,DEFERRED_GATE,"unified score 41.1 < 50 — below publish threshold, noindex",
ON-1209,Alfredton,Locality,Southwestern Ontario,812,43.7,,DEFERRED_GATE,"unified score 43.7 < 50 — below publish threshold, noindex",
ON-1210,Alice,Locality,Southwestern Ontario,228,43.4,,DEFERRED_GATE,"unified score 43.4 < 50 — below publish threshold, noindex",
ON-1211,Alpha,Locality,Eastern Ontario,492,43.4,,DEFERRED_GATE,"unified score 43.4 < 50 — below publish threshold, noindex",
ON-1212,Ashfield,Locality,Eastern Ontario,201,43.3,,DEFERRED_GATE,"unified score 43.3 < 50 — below publish threshold, noindex",
ON-1213,Aspdin,Locality,Southwestern Ontario,531,43.3,,DEFERRED_GATE,"unified score 43.3 < 50 — below publish threshold, noindex",
ON-1214,Auburn,Locality,Hamilton-Niagara,277,43.7,,DEFERRED_GATE,"unified score 43.7 < 50 — below publish threshold, noindex",
ON-1215,Avonmore,Locality,Southwestern Ontario,83,41.3,,DEFERRED_GATE,"unified score 41.3 < 50 — below publish threshold, noindex",
ON-1216,Corners,Locality,Southwestern Ontario,718,43.3,,DEFERRED_GATE,"unified score 43.3 < 50 — below publish threshold, noindex",
ON-1217,Bandwood,Locality,Southwestern Ontario,281,43.1,,DEFERRED_GATE,"unified score 43.1 < 50 — below publish threshold, noindex",
ON-1218,Barwick,Locality,Southwestern Ontario,329,43.9,,DEFERRED_GATE,"unified score 43.9 < 50 — below publish threshold, noindex",
ON-1219,Hamlet,Locality,Southwestern Ontario,331,43.9,,DEFERRED_GATE,"unified score 43.9 < 50 — below publish threshold, noindex",
ON-1220,Bridgewater,Locality,Southwestern Ontario,603,43.9,,DEFERRED_GATE,"unified score 43.9 < 50 — below publish threshold, noindex",
ON-1221,Britannia Bay,Locality,Eastern Ontario,643,43.4,,DEFERRED_GATE,"unified score 43.4 < 50 — below publish threshold, noindex",
ON-1222,Brookside,Locality,Southwestern Ontario,187,41.2,,DEFERRED_GATE,"unified score 41.2 < 50 — below publish threshold, noindex",
ON-1223,Vista,Locality,Grey-Bruce-Simcoe,125,41.7,,DEFERRED_GATE,"unified score 41.7 < 50 — below publish threshold, noindex",
ON-1224,Eldon,Locality,Southwestern Ontario,666,44,,DEFERRED_GATE,"unified score 44 < 50 — below publish threshold, noindex",
ON-1225,Formosa,Locality,Eastern Ontario,361,43.2,,DEFERRED_GATE,"unified score 43.2 < 50 — below publish threshold, noindex",
ON-1226,Frances,Locality,Southwestern Ontario,335,43.9,,DEFERRED_GATE,"unified score 43.9 < 50 — below publish threshold, noindex",
ON-1227,Glasgow,Locality,Central Ontario,329,43.3,,DEFERRED_GATE,"unified score 43.3 < 50 — below publish threshold, noindex",
ON-1228,Hallville,Locality,Southwestern Ontario,189,41.9,,DEFERRED_GATE,"unified score 41.9 < 50 — below publish threshold, noindex",
ON-1229,Hepworth,Locality,Southwestern Ontario,772,43.9,,DEFERRED_GATE,"unified score 43.9 < 50 — below publish threshold, noindex",
ON-1230,Hermon,Locality,Southwestern Ontario,535,43.6,,DEFERRED_GATE,"unified score 43.6 < 50 — below publish threshold, noindex",
ON-1231,Honeywood,Locality,Eastern Ontario,660,43.6,,DEFERRED_GATE,"unified score 43.6 < 50 — below publish threshold, noindex",
ON-1232,Hopetown,Locality,Central Ontario,297,43.7,,DEFERRED_GATE,"unified score 43.7 < 50 — below publish threshold, noindex",
ON-1233,Hornings Mills,Locality,Grey-Bruce-Simcoe,207,43.6,,DEFERRED_GATE,"unified score 43.6 < 50 — below publish threshold, noindex",
ON-1234,Howdenvale,Locality,Kitchener-Waterloo,230,43.1,,DEFERRED_GATE,"unified score 43.1 < 50 — below publish threshold, noindex",
ON-1235,Janetville,Locality,Grey-Bruce-Simcoe,396,43.7,,DEFERRED_GATE,"unified score 43.7 < 50 — below publish threshold, noindex",
ON-1236,Kaladar,Locality,Southwestern Ontario,256,43.6,,DEFERRED_GATE,"unified score 43.6 < 50 — below publish threshold, noindex",
ON-1237,Marburg,Locality,Eastern Ontario,349,43.6,,DEFERRED_GATE,"unified score 43.6 < 50 — below publish threshold, noindex",
ON-1238,Mooresburg,Locality,Central Ontario,158,41.5,,DEFERRED_GATE,"unified score 41.5 < 50 — below publish threshold, noindex",
ON-1239,Liskeard,Locality,Southwestern Ontario,693,43,,DEFERRED_GATE,"unified score 43 < 50 — below publish threshold, noindex",
ON-1240,Paris,Locality,Southwestern Ontario,270,43.1,,DEFERRED_GATE,"unified score 43.1 < 50 — below publish threshold, noindex",
ON-1241,Picton,Locality,Southwestern Ontario,657,43.6,,DEFERRED_GATE,"unified score 43.6 < 50 — below publish threshold, noindex",
ON-1242,Ponsonby,Locality,Hamilton-Niagara,121,41.7,,DEFERRED_GATE,"unified score 41.7 < 50 — below publish threshold, noindex",
ON-1243,Proton Station,Locality,Southwestern Ontario,408,44,,DEFERRED_GATE,"unified score 44 < 50 — below publish threshold, noindex",
ON-1244,Queensville,Locality,Southwestern Ontario,486,43.6,,DEFERRED_GATE,"unified score 43.6 < 50 — below publish threshold, noindex",
ON-1245,Rednersville,Locality,Southwestern Ontario,501,43.8,,DEFERRED_GATE,"unified score 43.8 < 50 — below publish threshold, noindex",
ON-1246,Roebuck,Locality,Southwestern Ontario,491,43,,DEFERRED_GATE,"unified score 43 < 50 — below publish threshold, noindex",
ON-1247,St,Locality,Southwestern Ontario,514,43.1,,DEFERRED_GATE,"unified score 43.1 < 50 — below publish threshold, noindex",
ON-1248,Island,Locality,Kitchener-Waterloo,320,43.5,,DEFERRED_GATE,"unified score 43.5 < 50 — below publish threshold, noindex",
ON-1249,Marys,Locality,Southwestern Ontario,121,41.8,,DEFERRED_GATE,"unified score 41.8 < 50 — below publish threshold, noindex",
ON-1250,Shanty,Locality,Southwestern Ontario,512,43.9,,DEFERRED_GATE,"unified score 43.9 < 50 — below publish threshold, noindex",
ON-1251,Sheepway,Locality,Kitchener-Waterloo,464,43.4,,DEFERRED_GATE,"unified score 43.4 < 50 — below publish threshold, noindex",
ON-1252,Creek,Locality,Eastern Ontario,685,43.8,,DEFERRED_GATE,"unified score 43.8 < 50 — below publish threshold, noindex",
ON-1253,Spring Bay,Locality,Eastern Ontario,223,43.5,,DEFERRED_GATE,"unified score 43.5 < 50 — below publish threshold, noindex",
ON-1254,Tottenham,Locality,Hamilton-Niagara,124,41.8,,DEFERRED_GATE,"unified score 41.8 < 50 — below publish threshold, noindex",
ON-1255,Underwood,Locality,Grey-Bruce-Simcoe,523,43.6,,DEFERRED_GATE,"unified score 43.6 < 50 — below publish threshold, noindex",
ON-1256,Uttoxeter,Locality,Central Ontario,180,41.6,,DEFERRED_GATE,"unified score 41.6 < 50 — below publish threshold, noindex",
ON-1257,Valetta,Locality,Hamilton-Niagara,162,41.8,,DEFERRED_GATE,"unified score 41.8 < 50 — below publish threshold, noindex",
ON-1258,Warsaw,Locality,Grey-Bruce-Simcoe,208,43.4,,DEFERRED_GATE,"unified score 43.4 < 50 — below publish threshold, noindex",
ON-1259,Westmeath,Locality,Grey-Bruce-Simcoe,535,43.3,,DEFERRED_GATE,"unified score 43.3 < 50 — below publish threshold, noindex",
ON-1260,White Lake,Locality,Southwestern Ontario,687,43.8,,DEFERRED_GATE,"unified score 43.8 < 50 — below publish threshold, noindex",
ON-1261,Allans Corners,Locality,Southwestern Ontario,390,43.9,,DEFERRED_GATE,"unified score 43.9 < 50 — below publish threshold, noindex",
ON-1262,Altona,Locality,Grey-Bruce-Simcoe,461,43.7,,DEFERRED_GATE,"unified score 43.7 < 50 — below publish threshold, noindex",
ON-1263,Anderson,Locality,Grey-Bruce-Simcoe,420,43.2,,DEFERRED_GATE,"unified score 43.2 < 50 — below publish threshold, noindex",
ON-1264,Ansonville,Locality,Grey-Bruce-Simcoe,120,41.5,,DEFERRED_GATE,"unified score 41.5 < 50 — below publish threshold, noindex",
ON-1265,Ash,Locality,Central Ontario,315,44,,DEFERRED_GATE,"unified score 44 < 50 — below publish threshold, noindex",
ON-1266,Badenoch,Locality,Eastern Ontario,358,43.6,,DEFERRED_GATE,"unified score 43.6 < 50 — below publish threshold, noindex",
ON-1267,Bennetts Bridge,Locality,Eastern Ontario,357,43.8,,DEFERRED_GATE,"unified score 43.8 < 50 — below publish threshold, noindex",
ON-1268,Bensfort Bridge,Locality,Grey-Bruce-Simcoe,182,41.4,,DEFERRED_GATE,"unified score 41.4 < 50 — below publish threshold, noindex",
ON-1269,Bigwood,Locality,Central Ontario,416,43.7,,DEFERRED_GATE,"unified score 43.7 < 50 — below publish threshold, noindex",
ON-1270,Bisset,Locality,Grey-Bruce-Simcoe,220,43.8,,DEFERRED_GATE,"unified score 43.8 < 50 — below publish threshold, noindex",
ON-1271,Brodhagen,Locality,Eastern Ontario,337,44,,DEFERRED_GATE,"unified score 44 < 50 — below publish threshold, noindex",
ON-1272,Burdett,Locality,Eastern Ontario,257,43.8,,DEFERRED_GATE,"unified score 43.8 < 50 — below publish threshold, noindex",
ON-1273,Callender,Locality,Grey-Bruce-Simcoe,382,43.9,,DEFERRED_GATE,"unified score 43.9 < 50 — below publish threshold, noindex",
ON-1274,Carlsbad,Locality,Central Ontario,276,43.3,,DEFERRED_GATE,"unified score 43.3 < 50 — below publish threshold, noindex",
ON-1275,Carrville,Locality,Southwestern Ontario,431,43.1,,DEFERRED_GATE,"unified score 43.1 < 50 — below publish threshold, noindex",
ON-1276,Cassbridge,Locality,Central Ontario,334,43.9,,DEFERRED_GATE,"unified score 43.9 < 50 — below publish threshold, noindex",
ON-1277,Chilton,Locality,Southwestern Ontario,192,41.1,,DEFERRED_GATE,"unified score 41.1 < 50 — below publish threshold, noindex",
ON-1278,Clanbrassil,Locality,Eastern Ontario,258,43.9,,DEFERRED_GATE,"unified score 43.9 < 50 — below publish threshold, noindex",
ON-1279,Colpoy Bay,Locality,Grey-Bruce-Simcoe,181,42,,DEFERRED_GATE,"unified score 42 < 50 — below publish threshold, noindex",
ON-1280,Crewson Corners,Locality,Eastern Ontario,357,43.9,,DEFERRED_GATE,"unified score 43.9 < 50 — below publish threshold, noindex",
ON-1281,Crossland,Locality,Central Ontario,116,41.4,,DEFERRED_GATE,"unified score 41.4 < 50 — below publish threshold, noindex",
ON-1282,Crown Hill,Locality,Grey-Bruce-Simcoe,121,42,,DEFERRED_GATE,"unified score 42 < 50 — below publish threshold, noindex",
ON-1283,Deanlea,Locality,Eastern Ontario,338,43.4,,DEFERRED_GATE,"unified score 43.4 < 50 — below publish threshold, noindex",
ON-1284,Deerbrook,Locality,Grey-Bruce-Simcoe,401,43.5,,DEFERRED_GATE,"unified score 43.5 < 50 — below publish threshold, noindex",
ON-1285,Desmond,Locality,Central Ontario,336,43.7,,DEFERRED_GATE,"unified score 43.7 < 50 — below publish threshold, noindex",
ON-1286,Doane,Locality,Hamilton-Niagara,87,41.2,,DEFERRED_GATE,"unified score 41.2 < 50 — below publish threshold, noindex",
ON-1287,Dougherty,Locality,Southwestern Ontario,192,41.2,,DEFERRED_GATE,"unified score 41.2 < 50 — below publish threshold, noindex",
ON-1288,Edgar,Locality,Eastern Ontario,377,43.6,,DEFERRED_GATE,"unified score 43.6 < 50 — below publish threshold, noindex",
ON-1289,Ennismore,Locality,Hamilton-Niagara,207,43.6,,DEFERRED_GATE,"unified score 43.6 < 50 — below publish threshold, noindex",
ON-1290,Ferndale,Locality,Ottawa-Eastern,109,41.3,,DEFERRED_GATE,"unified score 41.3 < 50 — below publish threshold, noindex",
ON-1291,Glenholm,Locality,Central Ontario,134,41.2,,DEFERRED_GATE,"unified score 41.2 < 50 — below publish threshold, noindex",
ON-1292,Haliburton East,Locality,Eastern Ontario,297,43.4,,DEFERRED_GATE,"unified score 43.4 < 50 — below publish threshold, noindex",
ON-1293,Harwood,Locality,Grey-Bruce-Simcoe,262,43.8,,DEFERRED_GATE,"unified score 43.8 < 50 — below publish threshold, noindex",
ON-1294,Hemlock,Locality,Grey-Bruce-Simcoe,381,43.3,,DEFERRED_GATE,"unified score 43.3 < 50 — below publish threshold, noindex",
ON-1295,Honeywell,Locality,Central Ontario,234,43,,DEFERRED_GATE,"unified score 43 < 50 — below publish threshold, noindex",
ON-1296,Ingoldsby,Locality,Southwestern Ontario,210,43.2,,DEFERRED_GATE,"unified score 43.2 < 50 — below publish threshold, noindex",
ON-1297,Kinghurst,Locality,Eastern Ontario,379,43.6,,DEFERRED_GATE,"unified score 43.6 < 50 — below publish threshold, noindex",
ON-1298,Kurtzville,Locality,Grey-Bruce-Simcoe,161,41.4,,DEFERRED_GATE,"unified score 41.4 < 50 — below publish threshold, noindex",
ON-1299,Lake Dore,Locality,Southwestern Ontario,411,43.4,,DEFERRED_GATE,"unified score 43.4 < 50 — below publish threshold, noindex",
ON-1300,Laskay,Locality,Grey-Bruce-Simcoe,502,43.7,,DEFERRED_GATE,"unified score 43.7 < 50 — below publish threshold, noindex",
ON-1301,Lily Oak,Locality,Eastern Ontario,319,43.5,,DEFERRED_GATE,"unified score 43.5 < 50 — below publish threshold, noindex",
ON-1302,Lonsdale,Locality,Eastern Ontario,299,43.3,,DEFERRED_GATE,"unified score 43.3 < 50 — below publish threshold, noindex",
ON-1303,Marysville,Locality,Grey-Bruce-Simcoe,226,43.3,,DEFERRED_GATE,"unified score 43.3 < 50 — below publish threshold, noindex",
ON-1304,McNab,Locality,Greater Toronto Area,133,41.6,,DEFERRED_GATE,"unified score 41.6 < 50 — below publish threshold, noindex",
ON-1305,Middleville,Locality,Grey-Bruce-Simcoe,285,43.6,,DEFERRED_GATE,"unified score 43.6 < 50 — below publish threshold, noindex",
ON-1306,Monkland,Locality,Eastern Ontario,244,43.9,,DEFERRED_GATE,"unified score 43.9 < 50 — below publish threshold, noindex",
ON-1307,Monteagle,Locality,Southwestern Ontario,137,41.9,,DEFERRED_GATE,"unified score 41.9 < 50 — below publish threshold, noindex",
ON-1308,Moor Lake,Locality,Eastern Ontario,322,43.4,,DEFERRED_GATE,"unified score 43.4 < 50 — below publish threshold, noindex",
ON-1309,Moose Factory,Locality,Grey-Bruce-Simcoe,66,41.9,,DEFERRED_GATE,"unified score 41.9 < 50 — below publish threshold, noindex",
ON-1310,New Lowell,Locality,Ottawa-Eastern,194,41.7,,DEFERRED_GATE,"unified score 41.7 < 50 — below publish threshold, noindex",
ON-1311,New Scotland,Locality,Eastern Ontario,242,43.6,,DEFERRED_GATE,"unified score 43.6 < 50 — below publish threshold, noindex",
ON-1312,Nicolston,Locality,Grey-Bruce-Simcoe,305,43.8,,DEFERRED_GATE,"unified score 43.8 < 50 — below publish threshold, noindex",
ON-1313,Noisy River,Locality,Central Ontario,160,41.4,,DEFERRED_GATE,"unified score 41.4 < 50 — below publish threshold, noindex",
ON-1314,Orrville,Locality,Grey-Bruce-Simcoe,166,41.2,,DEFERRED_GATE,"unified score 41.2 < 50 — below publish threshold, noindex",
ON-1315,Osnabruck,Locality,Eastern Ontario,404,43.5,,DEFERRED_GATE,"unified score 43.5 < 50 — below publish threshold, noindex",
ON-1316,Osprey,Locality,Central Ontario,341,43.8,,DEFERRED_GATE,"unified score 43.8 < 50 — below publish threshold, noindex",
ON-1317,Peacock,Locality,Southwestern Ontario,255,43.9,,DEFERRED_GATE,"unified score 43.9 < 50 — below publish threshold, noindex",
ON-1318,Perrault,Locality,Grey-Bruce-Simcoe,185,41.9,,DEFERRED_GATE,"unified score 41.9 < 50 — below publish threshold, noindex",
ON-1319,Pine Orchard,Locality,Eastern Ontario,84,41.2,,DEFERRED_GATE,"unified score 41.2 < 50 — below publish threshold, noindex",
ON-1320,Port Cockburn,Locality,Southwestern Ontario,195,41.6,,DEFERRED_GATE,"unified score 41.6 < 50 — below publish threshold, noindex",
ON-1321,Port Sandfield,Locality,Central Ontario,160,41.6,,DEFERRED_GATE,"unified score 41.6 < 50 — below publish threshold, noindex",
ON-1322,Port Stanton,Locality,Southwestern Ontario,257,43.9,,DEFERRED_GATE,"unified score 43.9 < 50 — below publish threshold, noindex",
ON-1323,Bonfield,Township,Northern Ontario,2146,47.8,,DEFERRED_GATE,"unified score 47.8 < 50 — below publish threshold, noindex",
ON-1324,Chisholm,Township,Northern Ontario,1312,48.4,,DEFERRED_GATE,"unified score 48.4 < 50 — below publish threshold, noindex",
ON-1325,Fort Frances,Town,Northern Ontario,7466,49.7,,DEFERRED_GATE,"unified score 49.7 < 50 — below publish threshold, noindex",
ON-1326,Kapuskasing,Town,Northern Ontario,8057,49.2,,DEFERRED_GATE,"unified score 49.2 < 50 — below publish threshold, noindex",
ON-1327,Moosonee,Town,Northern Ontario,1512,46.7,,DEFERRED_GATE,"unified score 46.7 < 50 — below publish threshold, noindex",
ON-1328,Seguin,Township,Northern Ontario,5280,50.8,C,BUILT_NEEDS_REVIEW,,
ON-1329,Strong,Township,Northern Ontario,1566,48.4,,DEFERRED_GATE,"unified score 48.4 < 50 — below publish threshold, noindex",
ON-1330,Wasauksing First Nation,First Nations Reserve,Northern Ontario,800,44.5,,DEFERRED_GATE,"unified score 44.5 < 50 — below publish threshold, noindex",
ON-1331,Nipissing First Nation,First Nations Reserve,Northern Ontario,2500,46,,DEFERRED_GATE,"unified score 46 < 50 — below publish threshold, noindex",
ON-1332,Alderville First Nation,First Nations Reserve,Central Ontario,300,45,,DEFERRED_GATE,"unified score 45 < 50 — below publish threshold, noindex",
ON-1333,Cayuga,Locality,Greater Toronto Area,51,39.7,,DEFERRED_GATE,"unified score 39.7 < 50 — below publish threshold, noindex",
ON-1334,Balfour,Locality,Southwestern Ontario,368,42.2,,DEFERRED_GATE,"unified score 42.2 < 50 — below publish threshold, noindex",
ON-1335,Barnesdale,Locality,Southwestern Ontario,649,42.8,,DEFERRED_GATE,"unified score 42.8 < 50 — below publish threshold, noindex",
ON-1336,Barriefield,Locality,Grey-Bruce-Simcoe,139,40.8,,DEFERRED_GATE,"unified score 40.8 < 50 — below publish threshold, noindex",
ON-1337,Berwick,Locality,Grey-Bruce-Simcoe,98,40.4,,DEFERRED_GATE,"unified score 40.4 < 50 — below publish threshold, noindex",
ON-1338,Big Bay,Locality,Eastern Ontario,212,42.2,,DEFERRED_GATE,"unified score 42.2 < 50 — below publish threshold, noindex",
ON-1339,Big Island,Locality,Southwestern Ontario,402,42.7,,DEFERRED_GATE,"unified score 42.7 < 50 — below publish threshold, noindex",
ON-1340,Brooklyn,Locality,Eastern Ontario,135,40.1,,DEFERRED_GATE,"unified score 40.1 < 50 — below publish threshold, noindex",
ON-1341,Burketon,Locality,Eastern Ontario,219,42.3,,DEFERRED_GATE,"unified score 42.3 < 50 — below publish threshold, noindex",
ON-1342,Carden,Locality,Southwestern Ontario,261,42.5,,DEFERRED_GATE,"unified score 42.5 < 50 — below publish threshold, noindex",
ON-1343,Chesterfield,Locality,Eastern Ontario,457,42.9,,DEFERRED_GATE,"unified score 42.9 < 50 — below publish threshold, noindex",
ON-1344,Cromarty,Locality,Eastern Ontario,177,40.9,,DEFERRED_GATE,"unified score 40.9 < 50 — below publish threshold, noindex",
ON-1345,Deloro,Locality,Kitchener-Waterloo,72,40.1,,DEFERRED_GATE,"unified score 40.1 < 50 — below publish threshold, noindex",
ON-1346,Dumblane,Locality,Southwestern Ontario,160,40.6,,DEFERRED_GATE,"unified score 40.6 < 50 — below publish threshold, noindex",
ON-1347,Edys Mills,Locality,Grey-Bruce-Simcoe,88,40.5,,DEFERRED_GATE,"unified score 40.5 < 50 — below publish threshold, noindex",
ON-1348,Georgeville,Locality,Eastern Ontario,107,40.4,,DEFERRED_GATE,"unified score 40.4 < 50 — below publish threshold, noindex",
ON-1349,Glen,Locality,Eastern Ontario,185,40.6,,DEFERRED_GATE,"unified score 40.6 < 50 — below publish threshold, noindex",
ON-1350,Morris,Locality,Eastern Ontario,55,40.3,,DEFERRED_GATE,"unified score 40.3 < 50 — below publish threshold, noindex",
ON-1351,Grimsthorpe,Locality,Southwestern Ontario,343,42.5,,DEFERRED_GATE,"unified score 42.5 < 50 — below publish threshold, noindex",
ON-1352,Hacketts,Locality,Southwestern Ontario,461,42.1,,DEFERRED_GATE,"unified score 42.1 < 50 — below publish threshold, noindex",
ON-1353,Halmtown,Locality,Eastern Ontario,235,42.7,,DEFERRED_GATE,"unified score 42.7 < 50 — below publish threshold, noindex",
ON-1354,Harrietsville,Locality,Southwestern Ontario,742,42.6,,DEFERRED_GATE,"unified score 42.6 < 50 — below publish threshold, noindex",
ON-1355,Hawkesville,Locality,Hamilton-Niagara,29,40.8,,DEFERRED_GATE,"unified score 40.8 < 50 — below publish threshold, noindex",
ON-1356,Holstein,Locality,Southwestern Ontario,460,42.5,,DEFERRED_GATE,"unified score 42.5 < 50 — below publish threshold, noindex",
ON-1357,Kintyre,Locality,Southwestern Ontario,510,43,,DEFERRED_GATE,"unified score 43 < 50 — below publish threshold, noindex",
ON-1358,Longford,Locality,Eastern Ontario,47,40.1,,DEFERRED_GATE,"unified score 40.1 < 50 — below publish threshold, noindex",
ON-1359,Mount,Locality,Southwestern Ontario,171,40.7,,DEFERRED_GATE,"unified score 40.7 < 50 — below publish threshold, noindex",
ON-1360,Muskoka,Locality,Eastern Ontario,109,40.5,,DEFERRED_GATE,"unified score 40.5 < 50 — below publish threshold, noindex",
ON-1361,New,Locality,Southwestern Ontario,82,40.7,,DEFERRED_GATE,"unified score 40.7 < 50 — below publish threshold, noindex",
ON-1362,Dundee,Locality,Greater Toronto Area,50,40.3,,DEFERRED_GATE,"unified score 40.3 < 50 — below publish threshold, noindex",
ON-1363,Perretton,Locality,Southwestern Ontario,506,42.4,,DEFERRED_GATE,"unified score 42.4 < 50 — below publish threshold, noindex",
ON-1364,Rossport,Locality,Ottawa-Eastern,63,40,,DEFERRED_GATE,"unified score 40 < 50 — below publish threshold, noindex",
ON-1365,Clements,Locality,Grey-Bruce-Simcoe,317,42.9,,DEFERRED_GATE,"unified score 42.9 < 50 — below publish threshold, noindex",
ON-1366,South Woodslee,Locality,Kitchener-Waterloo,54,40.6,,DEFERRED_GATE,"unified score 40.6 < 50 — below publish threshold, noindex",
