Community_ID,Name,CGN_Generic,County,Region,Latitude,Longitude,Status,Defer_Reason,Data_Sources
NB-C-0001,Aboushagan Road,Locality,Westmorland,Greater Moncton & Southeast,45.98466,-64.352993,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1063,Mayfield,Dispersed Rural Community,Charlotte,Fundy & Greater Saint John,45.202196,-67.316359,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1064,Mazerolle Settlement,Dispersed Rural Community,York,Capital & River Valley,45.877004,-66.844573,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1065,McAlpines,Dispersed Rural Community,Queens,Capital & River Valley,45.715914,-66.102889,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1066,McCain Settlement,Dispersed Rural Community,Kings,Fundy & Greater Saint John,45.667012,-65.530948,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1067,McCluskey,Dispersed Rural Community,Victoria,Northwest & Madawaska,46.974289,-67.773442,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1068,McDonald Corner,Dispersed Rural Community,Queens,Capital & River Valley,45.783513,-66.003196,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1069,McGinleys Corner,Urban Community,Westmorland,Greater Moncton & Southeast,45.999722,-64.575,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1070,McGivney,Dispersed Rural Community,York,Capital & River Valley,46.364012,-66.566883,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1071,McGowans Corner,Locality,Sunbury,Capital & River Valley,45.888763,-66.297583,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1072,McGrath Corner,Dispersed Rural Community,Carleton,Capital & River Valley,46.485239,-67.73054,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1073,McGraw Brook,Dispersed Rural Community,Northumberland,Miramichi River Region,46.827133,-66.104699,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1074,McGregor Brook,Dispersed Rural Community,Kings,Fundy & Greater Saint John,45.772975,-65.538544,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1075,McKeaghan,Dispersed Rural Community,Carleton,Capital & River Valley,46.383333,-67.666667,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1076,McKeens Corner,Locality,York,Capital & River Valley,45.969927,-66.851722,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1077,McKees Mills,Dispersed Rural Community,Kent,Greater Moncton & Southeast,46.418402,-64.724864,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1078,McKendrick,Dispersed Rural Community,Restigouche,Restigouche & Chaleur Bay,47.922655,-66.671932,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1079,McKenzie Corner,Dispersed Rural Community,Carleton,Capital & River Valley,46.101204,-67.720339,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1080,McKinleyville,Dispersed Rural Community,Northumberland,Miramichi River Region,46.867427,-65.665314,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1081,McLean Settlement,Dispersed Rural Community,Kent,Greater Moncton & Southeast,46.374262,-64.938552,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1082,McLeod Hill,Dispersed Rural Community,York,Capital & River Valley,46.025258,-66.682061,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1083,McLeods,Dispersed Rural Community,Restigouche,Restigouche & Chaleur Bay,48.018473,-66.573201,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1084,McManus Siding,Dispersed Rural Community,Madawaska; Victoria,,47.068747,-67.725404,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1085,McMinn,Dispersed Rural Community,Charlotte,Fundy & Greater Saint John,45.287009,-67.062641,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1086,McMonagle Corner,Dispersed Rural Community,Carleton,Capital & River Valley,46.498461,-67.658177,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1087,McNairn,Dispersed Rural Community,Kent,Greater Moncton & Southeast,46.453309,-64.831519,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1088,McNallys,Dispersed Rural Community,York,Capital & River Valley,45.89573,-66.927482,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1089,McNamee,Dispersed Rural Community,Northumberland,Miramichi River Region,46.50462,-66.290024,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1090,McNeish,Dispersed Rural Community,Restigouche,Restigouche & Chaleur Bay,48.064796,-66.423751,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1091,McQuade,Dispersed Rural Community,Westmorland,Greater Moncton & Southeast,46.221582,-64.828944,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1092,Meadow,Dispersed Rural Community,Albert,Greater Moncton & Southeast,45.798446,-65.009276,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1093,Meadow Brook,Dispersed Rural Community,Westmorland,Greater Moncton & Southeast,46.099359,-64.596543,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1094,Mechanic Settlement,Dispersed Rural Community,Kings,Fundy & Greater Saint John,45.726713,-65.209333,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1095,Medford,Dispersed Rural Community,Victoria,Northwest & Madawaska,46.8667,-67.6833,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1096,Meenans Corner,Locality,Kings,Fundy & Greater Saint John,45.450844,-65.9384,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1097,Melanson Settlement,Dispersed Rural Community,Westmorland,Greater Moncton & Southeast,46.083082,-64.6438,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1098,Melrose,Dispersed Rural Community,Westmorland,Greater Moncton & Southeast,46.094667,-63.944101,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1099,Memel Settlement,Dispersed Rural Community,Albert,Greater Moncton & Southeast,45.816667,-64.683333,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1100,Memramcook East,Urban Community,Westmorland,Greater Moncton & Southeast,45.994928,-64.50836,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1101,Memramcook West,Urban Community,Westmorland,Greater Moncton & Southeast,46.027126,-64.576114,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1102,Menneval,Dispersed Rural Community,Restigouche,Restigouche & Chaleur Bay,47.806077,-67.174652,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1103,Mercer Settlement,Dispersed Rural Community,Kings,Fundy & Greater Saint John,45.682589,-65.697024,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1104,Meredith Settlement,Settlement,Charlotte,Fundy & Greater Saint John,45.446264,-67.26011,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1105,Middle Caraquet,Suburban Community,Gloucester,Acadian Peninsula & Chaleur,47.800365,-64.871035,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1106,Middle Coverdale,Urban Community,Albert,Greater Moncton & Southeast,46.047725,-64.843955,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1107,Middle Hainesville,Dispersed Rural Community,York,Capital & River Valley,46.072882,-67.073168,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1108,Middle Kouchibouguac,Locality,Kent,Greater Moncton & Southeast,46.802222,-64.989064,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1109,Middle Sackville,Suburban Community,Westmorland,Greater Moncton & Southeast,45.922484,-64.362159,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1110,Middle Southampton,Dispersed Rural Community,York,Capital & River Valley,45.966667,-67.4,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1111,Middlesex,Dispersed Rural Community,Albert,Greater Moncton & Southeast,45.965908,-65.017712,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1112,Middleton,Dispersed Rural Community,Westmorland,Greater Moncton & Southeast,45.921991,-64.515615,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1113,Midgic,Dispersed Rural Community,Westmorland,Greater Moncton & Southeast,45.983333,-64.3,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1114,Midland,Dispersed Rural Community,Kings,Fundy & Greater Saint John,45.652828,-65.787094,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1115,Midland,Dispersed Rural Community,Queens,Capital & River Valley,46.137856,-65.977196,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1116,Midland,Dispersed Rural Community,Albert,Greater Moncton & Southeast,45.78515,-65.134875,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1117,Midway,Dispersed Rural Community,Albert,Greater Moncton & Southeast,45.680802,-64.769478,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1118,Midwood,Suburban Community,Saint John,Fundy & Greater Saint John,45.269428,-66.021687,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1119,Milford,Suburban Community,Saint John,Fundy & Greater Saint John,45.261909,-66.105531,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1120,Milkish,Dispersed Rural Community,Kings,Fundy & Greater Saint John,45.375489,-66.13795,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1121,Mill Cove,Dispersed Rural Community,Queens,Capital & River Valley,45.88203,-66.004961,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1122,Mill Road,Dispersed Rural Community,Queens,Capital & River Valley,45.783333,-66.216667,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1123,Mill Settlement West,Dispersed Rural Community,Sunbury,Capital & River Valley,45.567888,-66.593731,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1124,Millbank,Urban Community,Northumberland,Miramichi River Region,47.061819,-65.453902,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1125,Miller Line Cache,Dispersed Rural Community,Madawaska,Northwest & Madawaska,47.35,-67.8667,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1126,Millerton,Dispersed Rural Community,Northumberland,Miramichi River Region,46.902918,-65.630846,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1127,Millidgeville,Suburban Community,Saint John,Fundy & Greater Saint John,45.301699,-66.103186,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1128,Milltown,Urban Community,Charlotte,Fundy & Greater Saint John,45.177352,-67.297594,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1129,Mineral,Dispersed Rural Community,Carleton,Capital & River Valley,46.583333,-67.616667,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1130,Mink Brook,Dispersed Rural Community,Charlotte,Fundy & Greater Saint John,45.152758,-66.491257,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1131,Miramichi River Valley,Rural Community,Northumberland,Miramichi River Region,46.725347,-65.8343306,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1132,Miscou Centre,Dispersed Rural Community,Gloucester,Acadian Peninsula & Chaleur,47.942085,-64.568614,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1133,Miscou Harbour,Dispersed Rural Community,Gloucester,Acadian Peninsula & Chaleur,47.899298,-64.578761,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1134,Miscou Lighthouse,Dispersed Rural Community,Gloucester,Acadian Peninsula & Chaleur,48.016502,-64.515191,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1135,Mispec,Dispersed Rural Community,Saint John,Fundy & Greater Saint John,45.21519,-65.944097,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1136,Mitchell Settlement,Urban Community,Restigouche,Restigouche & Chaleur Bay,47.862009,-66.000007,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1137,Mitchells Corner,Locality,Albert,Greater Moncton & Southeast,45.615328,-65.024733,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1138,Mohannes,Dispersed Rural Community,Charlotte,Fundy & Greater Saint John,45.155879,-67.348207,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1139,Molus River,Dispersed Rural Community,Kent,Greater Moncton & Southeast,46.577977,-65.079267,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1140,Moncton Road,Dispersed Rural Community,Westmorland,Greater Moncton & Southeast,46.18492,-64.6243,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1141,Monquart,Dispersed Rural Community,Carleton,Capital & River Valley,46.551263,-67.601123,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1142,Montagne-de-la-Croix,Dispersed Rural Community,Madawaska,Northwest & Madawaska,47.353264,-68.034662,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1143,Montagne-des-Roy,Dispersed Rural Community,Madawaska,Northwest & Madawaska,47.359398,-67.992557,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1144,Montagne-des-Therrien,Dispersed Rural Community,Madawaska,Northwest & Madawaska,47.383333,-68.116667,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1145,Monteagle,Dispersed Rural Community,Westmorland,Greater Moncton & Southeast,46.091589,-65.104605,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1146,Monument,Locality,Carleton,Capital & River Valley,45.951245,-67.764156,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1147,Moorefield,Urban Community,Northumberland,Miramichi River Region,47.044018,-65.475624,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1148,Moores Mills,Dispersed Rural Community,Charlotte,Fundy & Greater Saint John,45.292061,-67.278491,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1149,Moose Mountain,Dispersed Rural Community,Carleton,Capital & River Valley,46.612385,-67.611943,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1150,Morais,Suburban Community,Gloucester,Acadian Peninsula & Chaleur,47.768156,-64.801091,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1151,Morehouse Corner,Dispersed Rural Community,York,Capital & River Valley,46.066319,-66.959029,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1152,Morna,Suburban Community,Saint John,Fundy & Greater Saint John,45.288872,-66.17464,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1153,Morna Heights,Suburban Community,Saint John,Fundy & Greater Saint John,45.288049,-66.164326,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1154,Morrell,Dispersed Rural Community,Victoria,Northwest & Madawaska,46.854814,-67.696578,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1155,Morrisdale,Dispersed Rural Community,Kings,Fundy & Greater Saint John,45.382112,-66.216503,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1156,Morrison Cove,Urban Community,Northumberland,Miramichi River Region,47.016667,-65.5,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1157,Mortimer,Dispersed Rural Community,Kent,Greater Moncton & Southeast,46.477572,-65.271463,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1158,Moss Glen,Dispersed Rural Community,Kings,Fundy & Greater Saint John,45.433878,-66.033153,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1159,Moulin-Morneault,Dispersed Rural Community,Madawaska,Northwest & Madawaska,47.457733,-68.358092,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1160,Mount Hebron,Dispersed Rural Community,Kings,Fundy & Greater Saint John,45.81684,-65.499989,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1161,Mount Hope,Dispersed Rural Community,York,Capital & River Valley,46.053976,-66.5067,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1162,Mount Middleton,Dispersed Rural Community,Kings,Fundy & Greater Saint John,45.785249,-65.550384,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1163,Mount Pisgah,Dispersed Rural Community,Kings,Fundy & Greater Saint John,45.819006,-65.427985,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1164,Mount Pleasant,Dispersed Rural Community,Carleton,Capital & River Valley,46.393214,-67.474094,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1165,Mount Prospect,Dispersed Rural Community,Kings,Fundy & Greater Saint John,45.469549,-65.759886,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1166,Mount View,Dispersed Rural Community,Westmorland,Greater Moncton & Southeast,45.951376,-64.384531,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1167,Mount Whatley,Dispersed Rural Community,Westmorland,Greater Moncton & Southeast,45.878388,-64.264446,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1168,Mountain Brook,Dispersed Rural Community,Restigouche,Restigouche & Chaleur Bay,47.9837,-66.362131,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1169,Mountain View,Locality,Carleton,Capital & River Valley,46.314384,-67.338609,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1170,Mountville,Dispersed Rural Community,Albert,Greater Moncton & Southeast,45.792289,-64.617498,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1171,Mundleville,Dispersed Rural Community,Kent,Greater Moncton & Southeast,46.585945,-64.916287,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1172,Muniac,Dispersed Rural Community,Victoria,Northwest & Madawaska,46.613286,-67.707335,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1173,Murphy Corner,Dispersed Rural Community,Carleton,Capital & River Valley,46.585344,-67.516172,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1174,Murphy Settlement,Dispersed Rural Community,Kent,Greater Moncton & Southeast,46.4726,-64.914805,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1175,Murray Corner,Dispersed Rural Community,Westmorland,Greater Moncton & Southeast,46.172074,-63.95869,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1176,Murray Road,Dispersed Rural Community,Westmorland,Greater Moncton & Southeast,46.143075,-63.973633,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1177,Murray Settlement,Dispersed Rural Community,Northumberland,Miramichi River Region,46.841795,-65.441158,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1178,Nackawic-Millville,Rural Community,York,Capital & River Valley,45.9972398,-67.2366105,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1179,Napadogan,Rural Village,York,Capital & River Valley,46.412152,-66.933994,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1180,Napan Bay,Dispersed Rural Community,Northumberland,Miramichi River Region,47.056216,-65.299894,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1181,Nash Creek,Dispersed Rural Community,Restigouche,Restigouche & Chaleur Bay,47.922644,-66.078913,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1182,Nashwaak,Rural Community,York,Capital & River Valley,46.2834243,-66.7415679,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1183,Nashwaak Bridge,Dispersed Rural Community,York,Capital & River Valley,46.241305,-66.60791,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
NB-C-1184,Nashwaak Village,Dispersed Rural Community,York,Capital & River Valley,46.095684,-66.611578,DEFERRED,CGN locality without census population — fails real-population gate; candidate v2 neighborhood/community page where signals exist,NRCan CGN (OGL-Canada)
